binary_name,dependency_name
libsys_data_systemsettings_containers.gpp.so,libm.so.2
libsys_data_systemsettings_containers.gpp.so,libc.so.3
libsys_data_systemsettings_pagegetsh.cpp-ne.so,libcpp-ne.so.4
libsys_data_systemsettings_pagegetsh.cpp-ne.so,libc.so.3
libsys_data_systemsettings_pagegetsh.gpp.so,libstdc++.so.6
libsys_data_systemsettings_pagegetsh.gpp.so,libm.so.2
libsys_data_systemsettings_pagegetsh.gpp.so,libc.so.3
libsys_dsi_base.cpp-ne.so.4,libsys_dsi_servicebroker.cpp-ne.so.4
libsys_dsi_base.cpp-ne.so.4,libcpp-ne.so.4
libsys_dsi_base.cpp-ne.so.4,libc.so.3
libsys_dsi_base.gpp.so.4,libsys_dsi_servicebroker.gpp.so.4
libsys_dsi_base.gpp.so.4,libstdc++.so.6
libsys_dsi_base.gpp.so.4,libm.so.2
libsys_dsi_base.gpp.so.4,libc.so.3
libsys_dsi_colibry.cpp-ne.so.8,libsys_colibry.cpp-ne.so.7
libsys_dsi_colibry.cpp-ne.so.8,libbacktrace.so.1
libsys_dsi_colibry.cpp-ne.so.8,libsys_colibry_net.cpp-ne.so.7
libsys_dsi_colibry.cpp-ne.so.8,libsocket.so.3
libsys_dsi_colibry.cpp-ne.so.8,libsys_trace_clienttrace.cpp-ne.so.7
libsys_dsi_colibry.cpp-ne.so.8,libsys_dsi_servicebroker.cpp-ne.so.4
libsys_dsi_colibry.cpp-ne.so.8,libsys_dsi_trace.cpp-ne.so.6
libsys_dsi_colibry.cpp-ne.so.8,libcpp-ne.so.4
libsys_dsi_colibry.cpp-ne.so.8,libc.so.3
libsys_dsi_colibry.gpp.so.8,libsys_colibry.gpp.so.7
libsys_dsi_colibry.gpp.so.8,libbacktrace.so.1
libsys_dsi_colibry.gpp.so.8,libsys_colibry_net.gpp.so.7
libsys_dsi_colibry.gpp.so.8,libsocket.so.3
libsys_dsi_colibry.gpp.so.8,libsys_trace_clienttrace.gpp.so.7
libsys_dsi_colibry.gpp.so.8,libsys_dsi_servicebroker.gpp.so.4
libsys_dsi_colibry.gpp.so.8,libsys_dsi_trace.gpp.so.6
libsys_dsi_colibry.gpp.so.8,libstdc++.so.6
libsys_dsi_colibry.gpp.so.8,libm.so.2
libsys_dsi_colibry.gpp.so.8,libc.so.3
libsys_dsi_commonapi21.gpp.so.2,libsys_fwthirdparty_commonapi21.so
libsys_dsi_commonapi21.gpp.so.2,libsys_dsi_colibry.gpp.so.8
libsys_dsi_commonapi21.gpp.so.2,libsys_dsi_servicebroker.gpp.so.4
libsys_dsi_commonapi21.gpp.so.2,libstdc++.so.6
libsys_dsi_commonapi21.gpp.so.2,libm.so.2
libsys_dsi_commonapi21.gpp.so.2,libc.so.3
libsys_dsi_commonapi21.so,libsys_fwthirdparty_commonapi21.so
libsys_dsi_commonapi21.so,libsys_dsi_colibry.gpp.so.8
libsys_dsi_commonapi21.so,libsys_dsi_servicebroker.gpp.so.4
libsys_dsi_commonapi21.so,libstdc++.so.6
libsys_dsi_commonapi21.so,libm.so.2
libsys_dsi_commonapi21.so,libc.so.3
libsys_dsi_servicebroker.cpp-ne.so.4,libcpp-ne.so.4
libsys_dsi_servicebroker.cpp-ne.so.4,libc.so.3
libsys_dsi_servicebroker.gpp.so.4,libstdc++.so.6
libsys_dsi_servicebroker.gpp.so.4,libm.so.2
libsys_dsi_servicebroker.gpp.so.4,libc.so.3
libsys_dsi_trace.cpp-ne.so.6,libsys_trace_clienttrace.cpp-ne.so.7
libsys_dsi_trace.cpp-ne.so.6,libsys_colibry.cpp-ne.so.7
libsys_dsi_trace.cpp-ne.so.6,libbacktrace.so.1
libsys_dsi_trace.cpp-ne.so.6,libcpp-ne.so.4
libsys_dsi_trace.cpp-ne.so.6,libc.so.3
libsys_dsi_trace.gpp.so.6,libsys_trace_clienttrace.gpp.so.7
libsys_dsi_trace.gpp.so.6,libsys_colibry.gpp.so.7
libsys_dsi_trace.gpp.so.6,libbacktrace.so.1
libsys_dsi_trace.gpp.so.6,libstdc++.so.6
libsys_dsi_trace.gpp.so.6,libm.so.2
libsys_dsi_trace.gpp.so.6,libc.so.3
libsys_fwthirdparty_commonapi21.so,libstdc++.so.6
libsys_fwthirdparty_commonapi21.so,libm.so.2
libsys_fwthirdparty_commonapi21.so,libc.so.3
libsys_icu40_collation.cpp-ne.so,libsys_colibry.cpp-ne.so.7
libsys_icu40_collation.cpp-ne.so,libsys_icu40.cpp-ne.so
libsys_icu40_collation.cpp-ne.so,libbacktrace.so.1
libsys_icu40_collation.cpp-ne.so,libcpp-ne.so.4
libsys_icu40_collation.cpp-ne.so,libc.so.3
libsys_icu40.cpp-ne.so,libcpp-ne.so.4
libsys_icu40.cpp-ne.so,libc.so.3
libsys_icu46_collation.cpp-ne.so,libsys_colibry.cpp-ne.so.7
libsys_icu46_collation.cpp-ne.so,libbacktrace.so.1
libsys_icu46_collation.cpp-ne.so,libcpp-ne.so.4
libsys_icu46_collation.cpp-ne.so,libc.so.3
libsys_icu46_collation.so,libsys_colibry.cpp-ne.so.7
libsys_icu46_collation.so,libbacktrace.so.1
libsys_icu46_collation.so,libcpp-ne.so.4
libsys_icu46_collation.so,libc.so.3
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_colibry.cpp-ne.so.7
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_colibry_net.cpp-ne.so.7
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsocket.so.3
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_dsi_servicebroker.cpp-ne.so.4
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_trace_clienttrace.cpp-ne.so.7
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_dsi_trace.cpp-ne.so.6
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libsys_dsi_colibry.cpp-ne.so.8
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libwdgadapter.so.1
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libheartbeat.so.3
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libbacktrace.so.1
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libcpp-ne.so.4
libSysMoCCAFrameworkSharedSo.cpp-ne.so.11,libc.so.3
libsys_someip.cpp-ne.so.8,libcpp-ne.so.4
libsys_someip.cpp-ne.so.8,libc.so.3
libsys_someip.gpp.so.8,libstdc++.so.6
libsys_someip.gpp.so.8,libm.so.2
libsys_someip.gpp.so.8,libc.so.3
libsys_someip_mocca_base.cpp-ne.so.7,libcpp-ne.so.4
libsys_someip_mocca_base.cpp-ne.so.7,libc.so.3
libsys_trace_clienttrace.cpp-ne.so.7,libsys_colibry.cpp-ne.so.7
libsys_trace_clienttrace.cpp-ne.so.7,libbacktrace.so.1
libsys_trace_clienttrace.cpp-ne.so.7,libcpp-ne.so.4
libsys_trace_clienttrace.cpp-ne.so.7,libc.so.3
libsys_trace_clienttrace.gpp.so.7,libsys_colibry.gpp.so.7
libsys_trace_clienttrace.gpp.so.7,libbacktrace.so.1
libsys_trace_clienttrace.gpp.so.7,libstdc++.so.6
libsys_trace_clienttrace.gpp.so.7,libm.so.2
libsys_trace_clienttrace.gpp.so.7,libc.so.3
libthogs.so,libcpp-ne.so.4
libthogs.so,libc.so.3
libtracectl.so,libc.so.3
libvideowatchdog.cpp-ne.so,libcommunication.cpp-ne.so
libvideowatchdog.cpp-ne.so,libz.so.2
libvideowatchdog.cpp-ne.so,libcpp-ne.so.4
libvideowatchdog.cpp-ne.so,libc.so.3
libwal_genivi.cpp-ne.so.2,libscreen.so.1
libwal_genivi.cpp-ne.so.2,libcpp-ne.so.4
libwal_genivi.cpp-ne.so.2,libc.so.3
